Index,Name,Address,latitude,longtitude,Phone,Website,Ranking,Open Hours,Images
126,Men's Grooming Ireland Barber Shop,None,None,None,(01) 288 2870,mensgrooming.ie,4.9,"['9a.m.–6p.m.', 'Closed', '10a.m.–7p.m.', '10a.m.–7p.m.', '10a.m.–7p.m.', '10a.m.–8p.m.', '10a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipMP3o2qzAjd-7dfTZW0nHu_PnIyZaeF-IsiTliF=w408-h306-k-no
127,Fusion Hair Salon,"53A George's Street Upper, Dún Laoghaire, Dublin, A96 YR76",53.2898559,-6.1307538,(01) 284 5016,fusionhairsalon.ie,4.4,"['9a.m.–5p.m.', 'Closed', '9a.m.–5:15p.m.', '9a.m.–5:15p.m.', '9a.m.–5:15p.m.', '9a.m.–7:15p.m.', '9a.m.–7:15p.m.']",https://lh5.googleusercontent.com/p/AF1QipNWCVmg1B3EEJ7BIilXQCRlg5CLp3H8V5zzKkuK=w408-h510-k-no
128,Momento Hair Salon - Ennis,"Bank Place, O'Connell Street, Ennis, Co. Clare",52.8446205,-8.9837881,(065) 684 4417,momentohair.ie,4.6,"['9a.m.–6p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipP8D4fEbwQaCjsWJPBo0x_zZxJKZGnbw-ij4x_J=w408-h544-k-no
129,Karens Hair Design | Hairdressing in Kildare,"Bride St, Kildare, R51 FP62",53.1556667,-6.911423999999999,(045) 531 934,None,4.9,"['9a.m.–5p.m.', 'Closed', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipOuQG1av3ev3klJV_bWRE43vcULHYFqRp0DIyE2=w408-h544-k-no
130,The Art Team,"75 Grafton Street, Dublin 2, D02 PD81",53.34155190000001,-6.260502199999999,None,theartteam.ie,2.3,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rqj7iJWzDc_2hfuSYUuWAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.46814&pitch=0&thumbfov=100
131,Carmeo Hair Salon,"44 Dorset Street Lower, Dublin, D01 F3C6",53.3600982,-6.2606209,(01) 855 8843,carmeosalon.wixsite.com,4.6,"['9:30a.m.–7p.m.', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–7p.m.', '9:30a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipMhxmfr4CDcq8OH4A1URmyMX3Rqt04vaaQvYBNg=w408-h544-k-no
132,Boshka Hair & Beauty Salon,"Unit 42, Coolmine Industrial Estate, Blanchardstown, Dublin 15",53.3829758,-6.4012001,(01) 824 9548,boshka.ie,4.7,"['9a.m.–5p.m.', 'Closed', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipPCgeufFwa65d0yXcb3BvGiIvIWHEFrbg4aO31Y=w408-h267-k-no
133,In Trim Hair salon,"Loughrea, Co. Galway",53.1989136,-8.5660931,None,intrimhairsalon.wix.com,4.6,"['9a.m.–6p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipONMf8ePI6zHeg9LRxD_eNJdryvOPqtNZK6nvJM=w408-h306-k-no
134,S.P.Y. Hair & Beauty Salon,None,None,None,(01) 830 6919,spysalon.ie,4.3,"['9a.m.–6p.m.', 'Closed', '12a.m.–6p.m.', '10a.m.–8p.m.', '10a.m.–8p.m.', '10a.m.–8p.m.', '10a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipO8pCRGXxa1pxfO7sUin63-6VrhXg2lEFgHmgvb=w408-h397-k-no
135,Addictions Hair Salon,"Bellaghy, Charlestown, Co. Mayo",53.9683692,-8.7960476,(094) 905 3766,None,5.0,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_m14-tJlaMOUuXQ2Dso5Bg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=198.51434&pitch=0&thumbfov=100
136,Peter Mark Hairdressers Rathmines,"198 Rathmines Rd Lower, Rathmines, Dublin 6, D06 CC82",53.3242392,-6.2651819,(01) 497 2197,petermark.ie,4.3,"['9a.m.–6p.m.', '11a.m.–5p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipNI2TyqmFYMXBmzGgv0-jP-g4FGWeGGLsS5cPLq=w408-h272-k-no
137,Mont Ciara Hair and Beauty Salon,"76 Parnell St, Rotunda, Dublin 1, D01 W710",53.3526249,-6.2608893,(01) 558 0558,None,3.9,"['10:30a.m.–8p.m.', '10:30a.m.–7:30p.m.', '10:30a.m.–8p.m.', '10:30a.m.–8p.m.', '10:30a.m.–8p.m.', '10:30a.m.–8p.m.', '10:30a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipOahUDOPITLizCaWbflwf4f4kgZ58qj02JPNf3A=w408-h306-k-no
138,Harvard Hair,"5 Manor St, Stoneybatter, Dublin 7, D07 NC56",53.351567,-6.2828919,(01) 868 9416,harvardhair.ie,4.9,"['9a.m.–5p.m.', 'Closed', '10a.m.–5:30p.m.', '10a.m.–5:30p.m.', '10a.m.–5:30p.m.', '10a.m.–8p.m.', '10a.m.–6p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CkDwrQ2yYXOgUgTdWcWHCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=76.4754&pitch=0&thumbfov=100
139,Seagrass Hairdressing,"Marine Parade, Dough, Lahinch, Co. Clare",52.9328617,-9.3469929,(065) 708 2855,None,None,"['9:30a.m.–6p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ze659KcxlW7k1Jl3TXoxuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.1192&pitch=0&thumbfov=100
140,Oonagh's Hair Studio,"Unit 3 College Court, Townparks, Skerries, Co. Dublin, K34 C426",53.58104789999999,-6.107298999999999,(01) 849 0111,None,5.0,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipOOmgloVU6Ool8WQ-enevBgEX0oGxsjyqKvWK7q=w408-h306-k-no
141,Salon 19,"19 Drury St, Dublin, D02 WK51",53.3420759,-6.263614,,None,5.0,[],https://lh5.googleusercontent.com/p/AF1QipM45psfSoSSY8KiQrJSJTzWAaJF3CKdjAWO7nit=w408-h306-k-no
142,New image hair and beauty salon,None,None,None,(01) 453 8835,newimagedublin8.wixsite.com,4.3,"['9:30a.m.–8p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipOIny62IJZsrlGymcsabr22Mkfn1i_2QwoZAMQp=w408-h544-k-no
143,Fusion Hair Salon,"Blackrock Village Center, Main Street, Blackrock, Co. Louth, A91 VP0A",53.9604556,-6.3674548,(042) 932 3747,None,4.3,"['9:30a.m.–5p.m.', 'Closed', 'Closed', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.', '9:30a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipOySJsegIGz9-CFh9BfHhaMkPrwdcUJYMJb57-4=w408-h271-k-no
144,Alan Keville for Hair,"4 Selskar St, Ferrybank South, Wexford, Y35 AK28",52.3413019,-6.4634408,(053) 912 2102,kevillehair.com,4.9,"['9a.m.–5:30p.m.', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipO6CrO5otfsFpZ8Jl8ZNSkkJFyCIFU7sKB2sXPW=w426-h240-k-no
145,Cheveux Hair Salon,"11 O'Carroll Street, Tullamore, Co. Offaly, R35 AX74",53.27539770000001,-7.488020999999999,(057) 932 3885,cheveuxhairsalon.ie,4.8,"['8a.m.–6p.m.', 'Closed', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipPFk_e399rQxpuAvpn0xi4drS3F0wqBtYvVgdJC=w426-h240-k-no
146,Newport Hair salon,"Medicott street, Carrowbaun, Newport, Co. Mayo, F28 E0F2",53.8831405,-9.5469751,(098) 41583,None,None,"['9a.m.–5p.m.', 'Closed', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9a.m.–7p.m.', '9a.m.–6p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6ObANQ37SGIQgrx-w_mXwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.90974&pitch=0&thumbfov=100
147,karina's hair salon,"Sallins, Co. Kildare",53.251067,-6.665231299999999,None,None,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0nutBFhepTioJc1lcqu23g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=70.66528&pitch=0&thumbfov=100
148,Visage hair salon limerick,"5 Sarsfield St, Limerick, V94 X282",52.6640156,-8.627732,(061) 609 847,visagehairlimerick.com,4.9,"['8:30a.m.–5:30p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipM8Mh8fn2Pxy2_o8_BNzPmXJuE8FmmS6a-aT75Y=w426-h240-k-no
149,Great lengths ladies and gents hair salon,"Unit 1, Main Street, Kildysart Rd, Ennis, Co. Clare",52.8146348,-8.9643129,(065) 683 2878,None,5.0,"['9a.m.–5p.m.', 'Closed', 'Closed', '10:30a.m.–4p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–6p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ui8OyErDm3TM_ZwU6jTESg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.95164&pitch=0&thumbfov=100
150,My Hair Malahide Salon,"37 Yellow Walls Rd, Malahide Demesne, Malahide, Co. Dublin, K36 V597",53.4510444,-6.168038,(01) 845 4496,myhairmalahide.ie,4.7,"['9a.m.–5:30p.m.', 'Closed', '9:30a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipOo1Uaiul9m45AHv-1JrZfUOGssMwfuchlhqKwN=w408-h272-k-no
151,Yourells Hair Salon,"23-25 Eyre St, Galway, H91 YV48",53.27526630000001,-9.0515244,(091) 563 545,yourells.com,4.6,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipMir3I5_wr2EZcn4TrlTKHI0IUO3j0YxoqcnI0J=w408-h504-k-no
152,La Punk Beauty Hair Salon,"19 Henry Pl, North City, Dublin",53.3503896,-6.2616344,087 296 3905,None,4.0,"['9a.m.–8:30p.m.', 'Closed', '9a.m.–8:30p.m.', '9a.m.–8:30p.m.', '9a.m.–8:30p.m.', '9a.m.–8:30p.m.', '9a.m.–8:30p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iuwilewXl7xxhaSHcZKmDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=345.8047&pitch=0&thumbfov=100
153,House of Colour,"St Margaret's Rd, Charlestown, Dublin 11, D11 CX84",53.39918249999999,-6.302629899999999,(01) 804 1725,houseofcolour.ie,4.4,"['10a.m.–6p.m.', '12–5p.m.', '10a.m.–5:30p.m.', '10a.m.–5:30p.m.', '10a.m.–8p.m.', '10a.m.–8p.m.', '10a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipOP5oFg9AqgeJ4PDv1nIKZSRu9gl_EEW7q-mMgw=w408-h544-k-no
154,Ruby Reds Hair Salon,"Newpark Shopping Centre, Newpark, Kilkenny",52.6601035,-7.241073299999999,(056) 775 6055,rubyreds.ie,5.0,[],https://maps.gstatic.com/tactile/pane/default_geocode-2x.png
155,Bridget's Hair Salon,"Bridget's Hair Salon, 30 Court St, Enniscorthy, Co. Wexford, Y21 XY04",52.500597,-6.5688018,(053) 923 5713,business.site,4.9,"['9a.m.–6p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipNgevIkj8h5v8KlPLFCz7Lxfz6L1RBIjbYr4NOs=w426-h240-k-no
156,Urban Angels Hair Salon,"The Gallery Mall, Glin, Co. Limerick, V94 V8N2",52.5690248,-9.2820958,(068) 26811,urbanangelshairsalon.com,5.0,"['9a.m.–5p.m.', 'Closed', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–8p.m.', '9a.m.–5:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipPMutXp-a4uFr0dbdPFm3rCOuGwFPoxT5iebCUX=w408-h408-k-no
157,David Marshall Hair Salon,"S Great, 12 Fade St, George's Street Arcade, Dublin 2, D02 AT25",53.3421272,-6.2643156,(01) 677 0106,None,4.9,"['9a.m.–6p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–7:30p.m.', '9a.m.–7:30p.m.', '9a.m.–6:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipPf8Aid_nKOH02qmOV8rSdfeOCIzQj3FNBAX-QB=w408-h240-k-no-pi-0-ya329.4544-ro-0-fo100
158,ELITA Hair Salon,"4 Patrick St, Gardens, Kilkenny, R95 YV6X",52.65016809999999,-7.251210299999999,(056) 776 4249,None,5.0,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', 'Closed', '9a.m.–7p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipMH0FLSwu1yG7I7J6EAc1peaXgcLvZSXGDWxRnu=w408-h533-k-no
159,Hairspray Dundrum,"2/34 Dundrum Town Centre, Dublin",53.2871385,-6.2425894,(01) 298 8115,hairspray.ie,4.3,"['10:30a.m.–6:30p.m.', 'Closed', '10:30a.m.–6:30p.m.', '10:30a.m.–6:30p.m.', '10:30a.m.–6:30p.m.', '10:30a.m.–6:30p.m.', '10:30a.m.–6:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipNo_QHIEije2yD9LACE8JQuyZ73eRgiyqFke1Ml=w408-h408-k-no
160,Anthony Murray Hair & Beauty Group,"5 Crow St, Temple Bar, Dublin 2, D02 FN25",53.34473269999999,-6.2638815,None,None,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wsq3kjh1ku0NAnhxSmQdpQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.5827&pitch=0&thumbfov=100
161,Avail Hair & Beauty,"2nd Floor, Avoca Building, Rathcoole, Co. Dublin",53.2842099,-6.456317899999999,,,5.0,"['9a.m.–5p.m.', '11a.m.–5p.m.', '9:30a.m.–5p.m.', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=K-d6TDvi8uXCHZ1mzyA-0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.42084&pitch=0&thumbfov=100
162,TONI&GUY Malahide,"Manor House, Unit 10, Church Rd, Malahide, Dublin",53.4500527,-6.1536946,(01) 845 8700,toniandguy.ie,4.6,"['9a.m.–5p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–9p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipNcJNNDrQP7x0FQjVJcUxdaIhyDhotIG6QVjwcC=w408-h725-k-no
163,The Colour Palette Hair & Beauty,"Fortunestown Way, Tallaght, Dublin, D24 P299",53.28316239999999,-6.399678799999999,089 475 6669,None,4.7,"['9a.m.–5p.m.', 'Closed', '9a.m.–5p.m.', '9a.m.–5p.m.', '9a.m.–5p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipMj9-WTQe7kdnLg_6nIingcu27xVNAOcgEGDtLH=w754-h240-k-no
164,Sassoons hair beauty salon,"First Floor Bawnogue Shopping Centre, IE, Unit 12 Bawnogue Rd, Clonburris Great, BawnogueD22 RD28",53.32455,-6.411187,089 200 0410,None,4.6,"['9a.m.–6p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipMA_BEVnZUbV9G9XBoMRAHYShWBGCR4lSxYUoAi=w426-h240-k-no
165,Sheerlock Combs Hair Salon,"Cherry Orchard, Dublin 10",53.33705,-6.368396700000001,None,None,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NCXlgj-Q6XLtHC-1oYoUcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.242805&pitch=0&thumbfov=100
166,Hair By Leo,"49d, 22 Tower Road, Clondalkin, Co. Dublin",53.3206632,-6.3945099,089 449 3388,treatwell.ie,5.0,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sl48DHfw2xZwSe-_zeuY3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=74.54377&pitch=0&thumbfov=100
167,Bijou hair salon,"209 Decies Rd, Decies, Dublin, D10 FH22",53.3391312,-6.3449256,(01) 623 3305,None,4.2,"['9:30a.m.–5p.m.', 'Closed', 'Closed', '9:30a.m.–5p.m.', '9:30a.m.–5p.m.', '9:30a.m.–5p.m.', '9:30a.m.–5p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w3bC1dbMLm3nH59PrJ119Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=163.4261&pitch=0&thumbfov=100
168,Peter Mark Hairdressers Newry,"Albert Basin, Newry BT35 8QS, United Kingdom",54.1687155,-6.3391426,+44 28 3026 3133,petermark.ie,4.5,"['9a.m.–6p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipMrzn1OJqJ8CeEoc-n2NspjP5jzMxDdIzuWMF_6=w408-h271-k-no
169,AG Hairstylist,None,None,None,None,None,5.0,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WA1q2iTsWd0BqRUt3P9QZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.11136&pitch=0&thumbfov=100
170,Beautique Beauty Studio,"Fashion City, Unit 31, Ballymount Rd Upper, Tallaght, Dublin, D24 TX46",53.3069333,-6.352073499999999,(01) 429 5926,beautiquebeautystudio.ie,4.9,"['8:45a.m.–4:45p.m.', 'Closed', 'Closed', '9a.m.–9p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipOk91GwGVOhSzPrQcFziNWiYtpjZ_tvNXdIRblb=w427-h240-k-no
171,Revive Hair & Beauty Clinic,None,None,None,(01) 465 2749,revivehbc.ie,4.4,"['9:30a.m.–5p.m.', 'Closed', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tzm8zeYK4UysON2e2RwBPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.24597&pitch=0&thumbfov=100
172,K.Hair,"4 Kennedy Ave, Carlow, R93 NP63",52.8343831,-6.927975999999999,(059) 914 0433,None,4.6,"['8a.m.–6p.m.', 'Closed', '8a.m.–6p.m.', '8a.m.–6p.m.', '8a.m.–6p.m.', '8a.m.–8p.m.', '8a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipNkAdI2RIDKCKSG54Qh8Sn1nJ4eyBuia4cTiK_h=w408-h306-k-no
173,Karens Hair Design | Hairdressing in Kildare,"Bride St, Kildare, R51 FP62",53.1556667,-6.911423999999999,(045) 531 934,None,4.9,"['9a.m.–5p.m.', 'Closed', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipOuQG1av3ev3klJV_bWRE43vcULHYFqRp0DIyE2=w408-h544-k-no
174,Blanc Quigley Hair Salon,"54 S Main St, Naas East, Naas, Co. Kildare, W91 D7YW",53.2175532,-6.6635502,(045) 901 848,blancquigley.com,5.0,"['9a.m.–3p.m.', 'Closed', 'Closed', '9a.m.–5p.m.', '9a.m.–5p.m.', '10a.m.–7p.m.', '9a.m.–5p.m.']",https://lh5.googleusercontent.com/p/AF1QipPE9FpprGi2NyxdlUANcs3KBMhGezA8uiLdXQ5V=w426-h240-k-no
175,Youmei hair & beauty,None,None,None,089 982 3513,treatwell.ie,4.5,"['10a.m.–8p.m.', '10:30a.m.–7p.m.', '10:30a.m.–7:30p.m.', '10:30a.m.–7:30p.m.', '10:30a.m.–7:30p.m.', '10a.m.–8p.m.', '10a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipMAH2gAoNeuLNCqV5D8vakqaHjyC69x2oD_CVHa=w408-h544-k-no
176,The Hair Box,"15 Patrick St, Dún Laoghaire, Dublin, A96 XT98",53.2916713,-6.1372466,(01) 280 4550,hairbox.ie,4.6,"['9a.m.–5p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cWqiU5QjboUYXpEn_MwNbw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.55362&pitch=0&thumbfov=100
177,L & L Hair Studio Crumlin Village,"Unit 1 windmill lodge, Windmill Rd, Crumlin, Dublin, D12 YRK2",53.3211512,-6.3157962,(01) 441 3510,landlhairstudio.ie,5.0,"['9a.m.–5p.m.', 'Closed', 'Closed', '10a.m.–6p.m.', '10a.m.–6p.m.', '10a.m.–8p.m.', '10a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipPxddKRmsxcgQLGD3I8Iryry2vXh4r_0-EtI4H3=w408-h400-k-no
178,Colour Touch Hairdressing,None,None,None,(01) 429 8610,facebook.com,4.2,"['9a.m.–5p.m.', 'Closed', 'Closed', '10a.m.–6p.m.', '10a.m.–6p.m.', '10a.m.–9p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipM7_0xbZ_IMP3z9F9n6OU5WWEFHtR2imDieckh4=w408-h408-k-no
179,RAINBOW,None,None,None,None,None,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gHRg56RSyTOjlHW7vKK9MQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=61.646736&pitch=0&thumbfov=100
180,Brown Sugar,"68 Ranelagh, Dublin, D06 V3F8",53.3249528,-6.2538715,(01) 485 1988,brownsugar.ie,4.6,"['8a.m.–8p.m.', 'Closed', '8a.m.–8p.m.', '8a.m.–8p.m.', '8a.m.–8p.m.', '8a.m.–8p.m.', '8a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipO1x17IQrtSMLAJNuoN_Kh8tr9Qt95fSsDisINk=w531-h240-k-no
181,Aida's Hair salon,"e, Tower Commercial Centre, Monastery Road, Bushelloaf, Dublin",53.3210568,-6.392701499999999,,,4.5,"['10a.m.–6p.m.', '11a.m.–3p.m.', 'Closed', '10a.m.–7p.m.', '10a.m.–7p.m.', '10a.m.–7p.m.', '10a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipNGAebj_R-qH8ugrdZO5krSf0jRmbyd8nabJYoO=w408-h725-k-no
182,Debonair Hair & Beauty,"12 St Mary's Rd, Walkinstown, Dublin, D12 V62P",53.324592,-6.317973599999999,(01) 455 8065,debonairhairandbeauty.ie,4.9,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ivMnRMH3GtvBUTAQzVwFCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.3556&pitch=0&thumbfov=100
183,Studio 44 Hair & Beauty Salon,Dublin,53.3498053,-6.2603097,None,None,5.0,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PJUU0jVZ9o2f5OK2LVMBOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.37958&pitch=0&thumbfov=100
184,Tallaght Hair & Beauty Academy,"Whitestown Rd, Whitestown, Dublin",53.28209649999999,-6.381142499999999,(01) 452 5917,None,4.7,"['9a.m.–5p.m.', 'Closed', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–7p.m.', '9:30a.m.–7p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f6lfwYXx4Mk1Jbj2GuPdrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.6304&pitch=0&thumbfov=100
185,Color Therapy,"199 Kimmage Rd Lower, Kimmage, Dublin 6W, Co. Dublin, D6W XA31",53.31877369999999,-6.291805200000001,(01) 492 6308,m.facebook.com,4.9,[],https://lh5.googleusercontent.com/p/AF1QipOk8Mg3o9GaA5F8NySvuxtcqdN_5v1l1uKscuGa=w408-h612-k-no
186,Gillian Edgeworth Hair Studio,"3 Cow's Ln, Temple Bar, Dublin, D08 XE18",53.344435,-6.2687919,(01) 675 0557,gillianedgeworth.ie,4.7,"['9a.m.–5p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipPMOjriljcscNyxPxIcWvyEt7_OQsceWoO8_oji=w408-h306-k-no
187,Level Unisex Hair Salon,"45 Summerhill Parade, Drumcondra, Dublin, D01 H959",53.3573606,-6.2494435,085 775 0783,None,4.4,"['10a.m.–8p.m.', 'Closed', '10a.m.–9p.m.', '10a.m.–8p.m.', '10a.m.–9p.m.', '10a.m.–9p.m.', '10a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipMwXCu9VFSVLroOENUZB2xZMXMoMoBg3j90fY-3=w408-h544-k-no
